epoch,loss,accuracy,recall,precision,f1
1,0.355799802194039,87.20416666666667,0.9757142857142856,0.9780219780219781,0.9753522267206478
2,6.736718870520591,12.795833333333333,0.1,0.0125,0.02222222222222222
3,2.603396892229716,10.04375,0.1,0.0078125,0.014492753623188406
4,2.4853627017339073,9.895833333333334,0.1,0.003125,0.006060606060606061
5,2.3027089115778607,9.760416666666666,0.1,0.009375,0.017142857142857144
6,2.3027176043192545,9.939583333333333,0.1,0.0078125,0.014492753623188406
7,2.302728102684021,9.829166666666667,0.1,0.0140625,0.024657534246575342
8,2.302743280728658,9.839583333333334,0.1,0.003125,0.006060606060606061
9,2.302730620702108,9.895833333333334,0.1,0.0109375,0.019718309859154928
10,2.302723644256592,9.93125,0.1,0.0078125,0.014492753623188406
11,2.3027354164123537,9.89375,0.1,0.0140625,0.024657534246575342
12,2.302730958620707,9.785416666666666,0.1,0.009375,0.017142857142857144
13,2.302737601598104,9.875,0.1,0.0109375,0.019718309859154928
14,2.302739828109741,9.635416666666666,0.1,0.0171875,0.029333333333333333
15,2.3027618872324624,9.852083333333333,0.1,0.00625,0.011764705882352941
16,2.3027182092666627,9.785416666666666,0.1,0.0109375,0.019718309859154928
17,2.3027325862248738,9.870833333333334,0.1,0.015625,0.02702702702702703
18,2.3027044874827065,9.85625,0.1,0.0078125,0.014492753623188406
19,2.3027412554423012,9.689583333333333,0.1,0.0171875,0.029333333333333333
20,2.30273135471344,9.785416666666666,0.1,0.0125,0.02222222222222222
