epoch,loss,accuracy,recall,precision,f1
1,1.5032536567687989,44.7175,0.447175,0.4412283817668469,0.4432215665463356
2,0.9804450131416321,64.975,0.64975,0.6477634309404156,0.6485973916855189
3,0.7496256178855896,73.4675,0.734675,0.733721739022678,0.7341331650993346
4,0.6260794572353363,78.215,0.7821499999999999,0.7816538985603873,0.7818219960974151
5,0.5198108895778656,82.135,0.82135,0.8210051073415443,0.8211147960406124
6,0.4390782942533493,84.7,0.8469999999999999,0.8467524570818089,0.8468358679996438
7,0.38824455119371415,86.43,0.8643000000000001,0.8639142355288152,0.8640724040610784
8,0.3331211431384087,88.355,0.8835500000000002,0.8834635114251517,0.8834776429881306
9,0.28619620106220245,89.9325,0.8993249999999999,0.8992374094191133,0.8992558554448623
10,0.24897611374258996,91.2375,0.9123750000000002,0.9122253084487266,0.9122869790221863
11,0.21634969506263732,92.445,0.9244499999999999,0.9244146824055235,0.9244193338399682
12,0.1960437231838703,92.975,0.92975,0.9297051454443472,0.9297200849971705
13,0.16915356687903405,93.96,0.9396000000000001,0.9396084402168994,0.9395900159103311
14,0.15146577686071397,94.615,0.9461499999999999,0.9461223739388274,0.9461276239907075
15,0.13295060049295426,95.395,0.9539500000000001,0.9539316973807367,0.9539355073210949
16,0.12011541503965854,95.815,0.9581500000000002,0.9581504129310204,0.9581491223024242
17,0.11481670580208302,95.93,0.9593,0.959276649886295,0.9592854552752479
18,0.11249141988456249,96.145,0.9614499999999999,0.9614423839922619,0.9614442683732781
19,0.09644750127643346,96.6325,0.9663250000000001,0.966317299006554,0.966318225193769
20,0.10570435075126589,96.3175,0.963175,0.9631722337763179,0.9631712636656709
